dnaSampleID,imgGenomeID,jgiProjectID,ITS Proposal ID,Sequencing Status,Study Name,GenomeName,Sequencing Center,GOLD Analysis Project ID,GOLD Analysis Project Type,GOLD Sequencing Project ID,GOLD Study ID,Funding Program,Sequencing Method,Sequencing Quality,siteID,collectDate,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,GenomeSize,GeneCount,ScaffoldCount,metaBATbinCount,eukCCbinCount,estNumberGenomes,avgGenomeSize,numberFilteredReads,numberMappedReads,pctAssembledReads
HARV_013-O-20170801-COMP-DNA1,3300039830,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Harvard Forest, Northeast, MA, USA - HARV_013-O-20170801-COMP-DNA1",Battelle Memorial Institute,Ga0428034,Metagenome Analysis,Gp0476739,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,HARV,20170801,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,29030675,78671,68648,0,0,0,0,0,0,0
MCRA.SS.20230712.DNA-DNA1,3300079877,1500403,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.SS.20230712.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654479,Metagenome Analysis,Gp0812607,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,MCRA,20230712,Environmental,Aquatic,Creek,Freshwater,Unclassified,584750630,1015800,603154,15,0,178,3285115,459429366,104962051,22.85
STER_018-M-20140618-COMP-DNA1,3300069454,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_018-M-20140618-COMP-DNA1 re-annotation",Argonne National Laboratory,Ga0614176,Metagenome Analysis,Gp0477077,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,STER,20140618,Environmental,Terrestrial,Unclassified,Soil,Unclassified,7782831,23363,20162,0,0,0,0,0,0,0
WOOD_002-M-20140925-COMP-DNA1,3300069384,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Woodworth, Northern Plains, ND, USA - WOOD_002-M-20140925-COMP-DNA1 re-annotation",Argonne National Laboratory,Ga0614046,Metagenome Analysis,Gp0477176,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,WOOD,20140925,Environmental,Terrestrial,Unclassified,Soil,Unclassified,10917240,33465,29329,0,0,0,0,0,0,0
POSE.20230719.EPILITHON.3.DNA-DNA1_V2,3300081834,1529194,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.3.DNA-DNA1_v2",DOE Joint Genome Institute  (JGI),Ga0672867,Metagenome Analysis,Gp0824498,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,POSE,20230719,Environmental,Aquatic,Creek,Freshwater,Biofilm,939614374,1489377,775750,23,1,230,4085279,314659374,126282970,40.13
STER_029-M-20160817-COMP-DNA1,3300071095,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from North Sterling, Colorado, USA - STER_029-M-20160817-COMP-DNA1",Battelle Memorial Institute,Ga0620298,Metagenome Analysis,Gp0766866,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,STER,20160817,Environmental,Terrestrial,Agricultural land,Soil,Unclassified,741875,2827,2601,0,0,0,0,0,0,0
SJER_004-M-20210304-COMP-DNA1,3300070509,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from San Joaquin Experimental Range, California, USA - SJER_004-M-20210304-COMP-DNA1",Battelle Memorial Institute,Ga0620234,Metagenome Analysis,Gp0766802,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SJER,20210304,Environmental,Terrestrial,Unclassified,Soil,Unclassified,41108,138,123,0,0,0,0,0,0,0
HARV_001-M-20130709-COMP-DNA1,3300069534,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Harvard Forest, Northeast, MA, USA - HARV_001-M-20130709-COMP-DNA1 re-annotation",Argonne National Laboratory,Ga0614276,Metagenome Analysis,Gp0476765,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,HARV,20130709,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,2865426,9066,8142,0,0,0,0,0,0,0
CLBJ_001-M-20170412-COMP-DNA1,3300040056,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from LBJ National Grassland , Southern Plains, TX, USA - CLBJ_001-M-20170412-COMP-DNA1",Battelle Memorial Institute,Ga0428464,Metagenome Analysis,Gp0476600,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,CLBJ,20170412,Environmental,Terrestrial,Unclassified,Soil,Unclassified,13302399,29157,22129,0,0,0,0,0,0,0
WREF_072-M-20200715-COMP-DNA1,3300070630,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_072-M-20200715-COMP-DNA1",Battelle Memorial Institute,Ga0619521,Metagenome Analysis,Gp0766089,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,WREF,20200715,Environmental,Terrestrial,Forest,Soil,Unclassified,30949289,93058,79612,0,0,0,0,0,0,0
OSBS_002-M-20130726-COMP-DNA1,3300040425,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Ordway-Swisher Biological Station, Southeast, FL, USA - OSBS_002-M-20130726-COMP-DNA1",Argonne National Laboratory,Ga0428160,Metagenome Analysis,Gp0476961,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,OSBS,20130726,Environmental,Terrestrial,Unclassified,Soil,Unclassified,4567491,10839,10670,0,0,0,0,0,0,0
CLBJ_032-M-20170413-COMP-DNA1,3300040228,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from LBJ National Grassland , Southern Plains, TX, USA - CLBJ_032-M-20170413-COMP-DNA1",Battelle Memorial Institute,Ga0428480,Metagenome Analysis,Gp0476605,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,CLBJ,20170413,Environmental,Terrestrial,Unclassified,Soil,Unclassified,7984101,20123,21279,1,0,0,0,0,0,0
TOOL_003-O-20210805-COMP-1,3300060671,1414517,509462,Permanent Draft,Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",DOE Joint Genome Institute  (JGI),Ga0597086,Metagenome Analysis,Gp0704934,Gs0161344,Director's Science,Illumina NovaSeq S4,Level 1: Standard Draft,TOOL,20210805,Environmental,Terrestrial,Tundra,Soil,Unclassified,918482234,1594003,900374,12,0,236,3891873,223785826,124155304,55.48
NOGP_061-M-20200708-COMP-DNA1,3300070443,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Northern Great Plains Research Laboratory, North Dakota, USA - NOGP_061-M-20200708-COMP-DNA1",Battelle Memorial Institute,Ga0620015,Metagenome Analysis,Gp0766583,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,NOGP,20200708,Environmental,Terrestrial,Unclassified,Soil,Unclassified,12572248,37338,32066,0,0,0,0,0,0,0
GUIL.20230627.EPILITHON.3.DNA-DNA1,3300078834,1500348,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Rio Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.3.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654424,Metagenome Analysis,Gp0812712,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,GUIL,20230627,Environmental,Aquatic,River,Freshwater,River biofilm,1353282816,2029796,1169646,34,0,257,5265691,290423004,199588050,68.72
CARI.20230713.EPILITHON.5.DNA-DNA1,3300080919,1506446,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.5.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654654,Metagenome Analysis,Gp0812691,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,CARI,20230713,Environmental,Aquatic,Creek,Freshwater,Unclassified,689398102,1000110,458912,30,1,134,5144761,224914746,195331506,86.85
ORNL_027-M-20190614-COMP-DNA1,3300070462,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Oak Ridge, Tennessee, USA - ORNL_027-M-20190614-COMP-DNA1",Battelle Memorial Institute,Ga0620091,Metagenome Analysis,Gp0766659,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ORNL,20190614,Environmental,Terrestrial,Forest,Soil,Unclassified,664154,2229,2018,0,0,0,0,0,0,0
HARV_013-O-20131122-COMP-DNA1,3300069533,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Harvard Forest, Northeast, MA, USA - HARV_013-O-20131122-COMP-DNA1 re-annotation",Argonne National Laboratory,Ga0614271,Metagenome Analysis,Gp0476750,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,HARV,20131122,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,1748303,5937,5235,0,0,0,0,0,0,0
UNDE_044-O-20190717-COMP-DNA1,3300070230,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_044-O-20190717-COMP-DNA1",Battelle Memorial Institute,Ga0619500,Metagenome Analysis,Gp0766068,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UNDE,20190717,Environmental,Terrestrial,Forest,Soil,Unclassified,6441407,19702,17088,0,0,0,0,0,0,0
CPER_004-M-20140715-COMP-DNA1,3300040628,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Central Plains Experimental Range, Central Plains, CO, USA - CPER_004-M-20140715-COMP-DNA1",Argonne National Laboratory,Ga0435311,Metagenome Analysis,Gp0476628,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,CPER,20140715,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1228917,4223,4022,0,0,0,0,0,0,0
NOGP_062-M-20200708-COMP-DNA1,3300070444,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Northern Great Plains Research Laboratory, North Dakota, USA - NOGP_062-M-20200708-COMP-DNA1",Battelle Memorial Institute,Ga0620016,Metagenome Analysis,Gp0766584,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,NOGP,20200708,Environmental,Terrestrial,Unclassified,Soil,Unclassified,18451636,52884,44394,0,0,0,0,0,0,0
GUIL.20230627.EPILITHON.2.DNA-DNA1,3300078833,1500347,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Rio Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.2.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654423,Metagenome Analysis,Gp0812711,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,GUIL,20230627,Environmental,Aquatic,River,Freshwater,River biofilm,1668102616,2520674,1305143,52,0,241,6921587,582972124,477015280,81.82
TOOL_001-O-20190807-COMP-DNA1,3300070556,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_001-O-20190807-COMP-DNA1",Battelle Memorial Institute,Ga0620342,Metagenome Analysis,Gp0766910,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TOOL,20190807,Environmental,Terrestrial,Unclassified,Soil,Unclassified,28047096,85679,73710,0,0,0,0,0,0,0
GUIL.20230627.EPILITHON.7.DNA-DNA1,3300084705,1500352,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Rio Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.7.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654428,Metagenome Analysis,Gp0812716,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,GUIL,20230627,Environmental,Aquatic,River,Freshwater,River biofilm,546882102,912712,528297,10,0,134,4081209,0,0,0
HOPB.SS.20230815.DNA-DNA1,3300081631,1529146,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230815.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0671668,Metagenome Analysis,Gp0823177,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,HOPB,20230815,Environmental,Aquatic,Creek,Freshwater,Unclassified,340664005,594769,333357,6,0,125,2725312,347882734,79345010,22.81
JORN_005-M-20170808-COMP-DNA1,3300040345,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Jornada LTER, Desert Southwest, NM, USA - JORN_005-M-20170808-COMP-DNA1",Battelle Memorial Institute,Ga0428362,Metagenome Analysis,Gp0476806,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,JORN,20170808,Environmental,Terrestrial,Unclassified,Soil,Desert,4407868,12743,11389,0,0,0,0,0,0,0
UNDE_001-M-20160809-COMP-DNA1,3300069383,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from UNDERC, Great Lakes, MI, USA - UNDE_001-M-20160809-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614045,Metagenome Analysis,Gp0477170,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UNDE,20160809,Environmental,Terrestrial,Unclassified,Soil,Unclassified,25154046,87387,79676,0,0,0,0,0,0,0
PUUM_006-M-20190107-COMP-DNA1,3300070479,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Puu Makaala Natural Area Reserve, Hawaii, USA - PUUM_006-M-20190107-COMP-DNA1",Battelle Memorial Institute,Ga0620147,Metagenome Analysis,Gp0766715,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,PUUM,20190107,Environmental,Terrestrial,Forest,Soil,Unclassified,2944686,9439,8318,0,0,0,0,0,0,0
STER_006-M-20140618-COMP-DNA1,3300069453,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_006-M-20140618-COMP-DNA1 re-annotation",Argonne National Laboratory,Ga0614175,Metagenome Analysis,Gp0477076,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,STER,20140618,Environmental,Terrestrial,Unclassified,Soil,Unclassified,7345688,22757,20266,0,0,0,0,0,0,0
OAES_001-M-20160809-COMP-DNA1,3300040291,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Klemme Range Research Station, Southern Plains, OK, USA - OAES_001-M-20160809-COMP-DNA1",Battelle Memorial Institute,Ga0428399,Metagenome Analysis,Gp0476885,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,OAES,20160809,Environmental,Terrestrial,Unclassified,Soil,Unclassified,6325797,18406,16178,0,0,0,0,0,0,0
LEWI.20230726.EPILITHON.1.DNA-DNA1_V2,3300081833,1529193,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPILITHON.1.DNA-DNA1_v2",DOE Joint Genome Institute  (JGI),Ga0672866,Metagenome Analysis,Gp0824497,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,LEWI,20230726,Environmental,Aquatic,Creek,Freshwater,Biofilm,2138318948,3496011,1959018,32,0,542,3945237,503700342,241171801,47.88
PRIN.20230712.EPIPSAMMON.3.DNA-DNA1,3300080789,1506420,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20230712.EPIPSAMMON.3.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654628,Metagenome Analysis,Gp0812618,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,PRIN,20230712,Environmental,Aquatic,Creek,Freshwater,Unclassified,525401966,982678,650119,2,0,119,4415142,321825092,92501925,28.74
HARV_013-O-20200713-COMP-DNA1,3300070948,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Harvard Forest , Massachusetts, USA - HARV_013-O-20200713-COMP-DNA1",Battelle Memorial Institute,Ga0619832,Metagenome Analysis,Gp0766400,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,HARV,20200713,Environmental,Terrestrial,Forest,Soil,Unclassified,11790568,37525,33760,0,0,0,0,0,0,0
CLBJ_006-M-20230509-COMP-DNA1,3300079542,1514637,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_006-M-20230509-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0669160,Metagenome Analysis,Gp0820703,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,CLBJ,20230509,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1170803125,2040627,1126133,7,0,286,4093717,304284430,115382134,37.92
JORN_006-M-20170808-COMP-DNA1,3300040611,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Jornada LTER, Desert Southwest, NM, USA - JORN_006-M-20170808-COMP-DNA1",Battelle Memorial Institute,Ga0428363,Metagenome Analysis,Gp0476807,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,JORN,20170808,Environmental,Terrestrial,Unclassified,Soil,Desert,1575847,4858,4525,0,0,0,0,0,0,0
ORNL_027-M-20170624-COMP-DNA1,3300069361,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Oak Ridge, Appalachians & Cumberland Plateau, TN, USA - ORNL_027-M-20170624-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614017,Metagenome Analysis,Gp0476930,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ORNL,20170624,Environmental,Terrestrial,Unclassified,Soil,Unclassified,11524654,37047,32452,0,0,0,0,0,0,0
